df_index	no_mention
000864	"Se aprovado a ""urgência"", estraremos num caminho sem volta! É o que o #STFOrganizacaoCriminosa está esperando pra nos calar, nos censurar... nos tirar a garantia da liberdade de expressão e de manifestação no nosso país. #PL2630Nao  #VotouPL2630PerdeuMeuVoto url url"
001350	Se foi discurso de ódio...  Pq dizem que aceitam opinião e liberdade de expressão, mas não aceitam quando essas opiniões são contrárias às suas? 🇧🇷🇧🇷🇧🇷 #SergioReisPatriota #Dia07VaiSerGIGANTE #FechadoComBolsonaro #STFRompeuADemocracia url
000085	Se for preciso a gente acampa, mas o Lnão sobe a rampa. O Brasil não será uma nação comunista. #SupremoEoPovo  #SemSensura #Liberdade #IntervencaoFederal #oPoderEmanaDoPovo #FraudeNasEleicoes #LulaFora url
000986	Se fosse contra o imperador a já o teria apreendido. Mas como é contra o presidente , aí é liberdade de expressão #STFOrganizacaoCriminosa url
000235	Se fossem esquerdistas quebrando e colocando fogo em tudo, desrespeitando as Igrejas, podia né?! A Direita também quer respeito e liberdade de expressão.  Brasil, justiça e liberdade.  #Dia07VaiSerGIGANTESCO  #SupremoEoPovo  🇧🇷♥️
001318	Se houvesse justiça,  esses 2 estariam presos há  muito tempo  Mas os togados só se preocupam em prender quem discorda deles  Por isso o 7/9  é também pela LIBERDADE DE EXPRESSÃO  #STFRompeuADemocracia
001472	Se me perguntarem de que lado estou, já aviso, que sempre estarei do lado daquele que defende minha liberdade de expressão, meu direito de ir e vir e clama a Deus acima de toda as coisas   #STFRompeuADemocracia
000174	Se não houver liberdade de expressão, não há democracia... Lutamos para termos vóz em nosso país.   #supremoéopovo  #brasil 🇧🇷 em Muriaé url
001033	Se não há liberdade de expressão ,não há democracia!  #FreeSpeech #censorship #CensuraNao #SOSFFAA #fraude #STFRompeuADemocracia #STFvergonhaNacional url
000734	Se não há liberdade de expressão, não há democracia. Ponto final. #STFOrganizacaoCriminosa #TSEOrganizacaoCriminosa #fraude #intervencaoFederal #INTERVENCAOFEDERALJA url
000818	Se o BRASIL  fosse um país onde a liberdade de expressão não fosse CRIME, eu diria,  Que a CORTE VIROU a CASA DA MÃE JOANA, tomada por quadrilheiros.  #STFOrganizacaoCriminosa  alguém prove o contrario.
000640	"Se o indulto serviu para perdoar mensaleiros, por que não serve para perdoar uma deputado condenado pelo ""crime"" de exercer seu direito de liberdade de expressão e imunidade parlamentar?  #indulto #stflixo  #justiça #bolsonarotemrazão #direitasergipana url"
001923	Se o plano de tomada do poder pelo Zé Dirceu e sua gang tiver êxito a América Latina será um Narco Continente. #CENSURADOPT #DitaduraDaToga #JPCensurada #LIBERDADE #LulaLadrao #NaoAcensura #TSEVergonhaNacional #NaoACensuraDoPT
001603	Se querem regulamentar a mídia, comecem pela mídia geradora de opinião! #LiberdadeDeExpressao  #STFVergonhaMundial
001836	Se vc é eleitor de bandido e ladrão, foda-se você; jamais terás meu respeito.  Não é uma questão de liberdade de expressão; é uma questão moral.  Não te respeito e ponto! #STFVergonhaMundial
001715	Segue a prestação de contas do dono do Telegram para todos aqueles que compactuam com crimes sob a alegação de liberdade de expressão e subiram essas hashtag  #STFVergonhaNacional #STFVergonhaMundial url
001564	Segue lá, sigo todos de volta. Precisamos nos fortalecer, fortalecer a #Direita #Liberdade #Paz #Segurança #STFVERGONHADOBRASIL #BolsonaroReeleitoEm2022 #BolsonaroNoPrimeiroTurno url
000706	Seguimos lutando por liberdade. Fora Xandão. #brazilwasstollen #ribeiraopreto #Xandaquistao #liberdade #LulaLadrao #STFOrganizacaoCriminosa #STFVERGONHADOBRASIL #XANDAONACADEIA #xandaoadvogadopcc url
000421	Segundo a grobo, #GloboLixo a liberdade de expressão proteje as opiniões pessoais. Então eu tenho a opinião de que o #STFVergonhaNacional  é um lixo, #AlexandreDeMoraesDitador  é um comunista, esquerdista e ex advogado do pct, e o #GilmarVergonhaNacional é corrupto!
000811	Segundo o #STFOrganizacaoCriminosa isso é apenas liberdade de expressão url
000801	Segundo o #STFOrganizacaoCriminosa é  liberdade de expressão!(direito  só da esquerda) Desejo explicito da #url q descobrir e enquadrar na lei de segurança Nacional p incentivo ao crime de atentado de morte contra o PR. crime de segurança url neles! url
001334	Segundo o #STFRompeuADemocracia isso é legítimo,democrático e condiz com a liberdade de expressão. Tudo normal, segue o jogo. url
001866	Segundo o #TSEOrganizacaoCriminosa é liberdade de expressão e pensamento chamar o presidente disso. Dois pesos e duas medidas. E certo que o sistema trabalha psra eleger um #descondenado
000361	Segurança nacional é atentar a individualidade do cidadão, a liberdade de expressão seja ela de esquerda ou direita #SupremoEOPovo
001055	Sei que direito à liberdade de expressão nos é negado, haters da democracia  #STFRompeuADemocracia
001641	Sem Liberdade de Expressão, não tem Democracia !!! #STFVergonhaMundial
001626	"Sem futuro. Na ""ditadura da toga"", que vivemos,  quando o processado é ""companheiro"" o #STFVergonhaMundial  dirá que é manifestação legítima da  ""Liberdade de expressão"" garantida na CF.   Simples assim.... url"
000394	Sem legenda. #ForaSTF #AlexandreDeMoraesDitador #liberdadedeopiniao #PatriaAmadaBrasil #7deSetembroPelaLiberdade url
001058	Sem liberdade de expressão não tem democracia! #STFRompeuADemocracia url
000241	Sem limites essa militância cega e sem escrúpulos. Não se contentam mais em distorcer notícias, agora publicam MENTIRAS sem a menor vergonha. #GloboLixo #SupremoEoPovo #STFVergonhaMundial #BolsonaroOrgulhoDoBrasil #Dia7VaiSerGIGANTESCO #STFcrashedDemocracyInBrazil #Liberdade
001619	Sem mais #Liberdade #RespeitemAConstituição #STFVergonhaMundial url
000242	Sempre estou acordada na madrugada. Hoje está apenas verde e amarelo e, mais animado. No Brasil ninguém pode reclamar d téurl  #7DeSetembro  #Liberdade #SupremoEoPovo que paga o salário desta cambada toda. Se o povo descobrir a força q tem ditador ñ se cria. Já começou url
001713	Senado nao governa. Faz leis. Quem governa ou pela lei, deveria é o presidente. Legislativo dá apoio ao governo. Mas hoje o é o ditador mor. #DireitaForte #liberdade #STFVergonhaMundial
000877	Senador, aguardo o movimento dos Senadores em defesa da liberdade de expressão. #SenadoCovarde #STFOrganizacaoCriminosa
001109	Senadores e Deputados, isso é MUITO SÉRIO, falem em TV aberta, o povão precisa saber o que está acontecendo no Brasil! Ajam!!!! #LiberdadeDeExpressaoPlena  #STFRompeuADemocracia
001183	Senhores ministros do , teriam os senhores algo a fazer pelo POVO BRASILEIRO?  #STFRompeuADemocracia  #LIBERDADE  #liberdadepararobertojefferson
001571	Seremos primeiro mundo em breve, quando nos livrarmos definitivamente do atraso mental que aqueles que fedem a Karl Marx nos impuseram, incluindo #STFVergonhadoBrasil e mantendo a linha do PR . #Liberdade
001422	Serve para que a esquerda tome conta do país, serve para soltar bandidos de estimação e para acabar com a liberdade de expressão do povo. #STFRompeuADemocracia
001818	Será ??? Que dia triste. #tratamentoprecocesalvavida #deus #votoauditavelja #votoauditavel #foradoria #foraagripino #todotrabalhoéessencial #pinodória #patriamadabrasil #brasil #chegadecorrupção #liberdade #stfvergonhamundial #stfvergonhanacional #fechadocombolsonaro #bolsonaro url
000285	Será q a ficha cai? Percebe-se q os atos de integrantes do são um ataque frontal ao Estado Democrático de Direito? #SupremoÉoPovo  #LIBERDADE url
000990	Será q se eu abrir uma loja de DROGAS aqui em casa e me tornar uma das maiores traficantes do Brasil, terei +direitos/dignidade/liberdade do q se eu usar a minha LIBERDADE DE EXPRESSÃO e chamar o #STFOrganizacaoCriminosa ?  A justiça do STF, só serve p/MARGINAIS/CORRUPTOS?
001672	Será que Alex vai mandar prender este homem ? Ou isso é liberdade de expressão? Onde está o e o ? #STFVergonhaMundial #STFTemCandidato
001463	Será que continuaria pensando assim se o presidente usasse contra você o precedente que o cabeça ilustrada aí tá deixando para lhe tirar sua liberdade de expressão? Muita tolice ou falta de chupeta pra não dizer caráter sua apoiar uma inconstitucionalidade #STFRompeuADemocracia
000400	"Será que ele consegue parar milhões que vão pras ruas? Será que ele não sabe que ""TODO PODER EMANA DO POVO"" e q o Brasil é um país DEMOCRÁTICO? #ForaAlexandreMoraes  #AlexandreDeMoraesDitador  #liberdadejá #democracia #BolsonaroOrgulhoDoBrasil  #BolsonaroMelhorPresidenteDoBrasil"
000145	Será que o vai conseguir cela pra essa galera toda?? #FoiGigantesco  #SupremoEoPovo #LiberdadeDeExpressao #RespeiteAConstituicao #TodoPoderEmanaDoPovo #VotoImpressoAuditavelComContagemPublica url
001351	Será que o vice presidente é mais um traidor? Esteja empreendido em nome de Jesus.  Força Capitão o povo não vai te abandonar. #Dia7VaiserGigante #STFRompeuADemocracia  #Bolsonaro2022  #liberdadedeopiniao url
000037	Será que🐀🧔🏻Ganhou msm??? ministr🧛‍♂️mentindo nos EUA! Os PATRIOT🇧🇷S NAS RUAS. #SOSFORCASARMADAS apoia👨‍✈️ 100% o POVO que é o #SupremoÉoPovo 🇧🇷 E os🐀da Camaras nós chamando de antidemocráticos,🐀🧔🏻mentindo na #COP27 QuandoVai acabar queremos #Liberdade 🇧🇷🤐  url
001701	Seu voto de apoio de forma alguma foi cristão, não misture as coisas. Vc não está na igreja julgando comportamento de url voto endossou o fim da liberdade de expressão e democracia. Fim. #VERGONHA #STFVergonhaMundial
001269	Sim #Dia07VaiSerGIGANTESCO #Dia7VaiSerGIGANTESCO #LiberdadeParaRobertoJefferson #libertad #Libertadores #Dia07VaiSerGIGANTE #Dia7VaiserGigante #Dia07EuVou #STFRompeuADemocracia #STFcrashedDemocracyInBrazil #STFVergonhaNacional #BolsonaroAte2026 #BolsonaroReeleito2022 #Bolsonaro !
000034	Sim é por isso que estamos na rua Programando a república   #LiberdadeDeExpressao #lulanuncamais  #SUPREMOEOPOVO
000523	Sim! parabéns e a toda equipe do Dr Paulo Faria pela coragem! Tmj Força e Fé e Luz! #LiberdadeParaDanielSilveira #AlexandreDeMoraesNaCadeia url
000694	Sim, essas CPI até agora não deram em nada além de desgaste emocional! Melhor continuarmos em foco! #BrazilWasStolen #ForcasArmadasSalvemOBrazil  #OPovoUnidoJamaisSeraVencido #LIBERDADE  #STForganizaçãoCriminosa #BrasilNasRuas 🇧🇷 url
001810	Sim, participou mas assumiu e delatou o mar de lama que é Brasília, mas depois disso nada mais foi comprovado contra ele, e ele foi homem de assumir seu erro, ao contrário de outros que nunca assumem.  #LiberdadeParaRobertoJefferson  #STFVergonhaMundial
000766	Simbora patriotas! #DeusAcimaDeTudoEdeTodos #deuspatriafamilialiberdade #BolsonaroPresidente22 #STFVergonhaNacional #BoaNoite #STFOrganizacaoCriminosa #PTNuncaMais #Liberdade #NossaBandeiraJamaisSeràVermelha url
002063	Simples assim. Essa culpa, eu não carrego! Intervenção Federal, já! #IntervençãoFederalJá #DigoNãoAoComunismo #Brasil  #EmDefesaDaPatria #LiberdadeNaoSeGanhaSeToma #FimDoSTF #ForaLula #LulaTemQueSerPreso #ZeDirceuNaCadeia #XandãoNaCadeia #SOSBrasil url
001370	Simples assim: #Dia07VaiSerGIGANTE  #Dia7VaiserGigante  #vaisergigante #Liberdade  #STFRompeuADemocracia  #STFVergonhaNacional url
000660	Sinto muito pelo Brasil! Sinto muito por vcs! Liberdade de expressão agora é crime 😵 #STFgabinetedocrimeorganizado #STFlixo
000546	So numa democracia, um cidadão pode defender livremente inclusive o fim da democracia. #liberdadedeopiniao #STFVergonhaMundial #STFTemQueSerContido #AlexandreDeMoraesNaCadeia
001297	Sobre liberdades #LiberdadeDeExpressao #AlexandreiMoraes #STFRompeuADemocracia url
000587	Sobre os supostos atos antidemocráticos.  #AlexandreDeMoraesNaCadeia #liberdadeparaoswaldoeustaquio url
001761	Sofre nada ministro! Se sentissem alguma coisa mudariam e respeitariam à Constituição e o direito de liberdade de expressão! Falácias, Falácias e mais Falácias baratas e rasteiras 🤬😡 #STFVergonhaMundial url
001201	Sou a favor da PRISÃO de Alexandre de Moraes #STFRompeuADemocracia #CaminhoneirosMeRepresentam #LiberdadeParaPresosPolíticos
001256	"Sou a favor da liberdade de Expressão e Respeito a Democracia ""constituição"". #ManifestacaoPacifica #ImprensaLivre #LiberdadeDeExpressao #NasRuasPelaDemocracia #STFRompeuADemocracia  #EuEstareiNasRuasDia07Setembro #SejaRespeitoNossosVotoNaUrnas #SimPeloVotoAuditavel url"
002016	Sou censurado sempre que minha liberdade de expressão é manifestada. #BolsonaroReeleito2022 #xandao
001331	Sou preso a liberdade! 🔰✨   #LiberdadeDeExpressao #ToContigoBolsonaro  #STFRompeuADemocracia  #STFcrashedDemocracyInBrazil  #BandidosDeToga  #Dia07VaiSerGIGANTE  #12SetEuVou  #STFCancerDoBrasil
000913	Stf vergonhoso! Prendendo jornalista que falam a verdade, mas mesmo que mentiras fossem... LIBERDADE DE EXPRESSAo seus CANALHAS!  #STFVergonhaNacional #STFOrganizacaoCriminosa
000633	Sua carreira política de merda ACABOU sua traíra!!!Gente igual vc, entra para a política para se beneficiar e o povo que se lasque #fechadocombolsonaro #votoimpressojá #stflixo #congressonacionallixo #Liberdade 🇧🇷
002058	Sua liberdade de expressão e imunidade parlamentar verbal, constitucionais, esbarram, inconstitucionalmemte, no ego dos paladinos da moralidade, o . #xandaodopcc
000325	Sua liberdade de expressão está em jogo. #SupremoEoPovo  Passamos 2 milhões de assinatura!  url
001889	Sua opinião é tão relevante quanto o lema da bandeira “Independência ou Morte”. A liberdade de expressão é sagrada, assim como a responsabilidade por possíveis crimes cometidos no uso dessa liberdade. Aceitar censura é atacar a democracia! #CensuraNao #tsevergonhanacional
000387	Sua perseguição aos CONSERVADORES joga no lixo o direito fundamental à liberdade de expressão.  Você acha que o povo é ignorante e não vê suas decisões monocráticas e autoritárias??? #AlexandreDeMoraesDitador #EuApoioDanielSilveira #EuApoioAllanDosSantos url
000782	Sugiro que façamos um amistoso com uma réplica da cabeça do , afinal isso é liberdade de expressão. #STFOrganizaçãoCriminosa  url
000290	Supremo é o POVO. Parabéns CBI Madeiras pela iniciativa.  #Dia07VaiSerGIGANTE #obrasilnaoestaavenda #supremoeopovo #FechadoComBolsonaroAte2026 #meupartidoeobrasil #Brasil #LIBERDADE url
001223	Supremo é o Povo. Alexandre precisa de camisa de força. Ele pirou total e isso está evidente. Ele precisa de ajuda psiquiátrica. #Liberdade #Dia07PelaLiberdade #STFRompeuADemocracia #STFVergonhaNacional url
000058	Supremo é o povo 🇧🇷  #SUPREMOEOPOVO #Brasil #Brazil #liberdade #freedom #FreedomOfSpeech #LiberdadeDeExpressao url
000160	Supremo é o povo!! #liberdadedeexpressão #family #globolixo #07desetembro #supremoéopovo url
000157	Supremo é o povo!! Foi lindo!! #liberdades #SupremoÉOPovo url
001178	Supremo é o povo. Vcs querem nos calar e tirar nossos direitos. Liberdade de expressão e voto auditável já. #STFVergonhaNacional #STFRompeuADemocracia  Soltam bandidos e prendem cidadãos… vergonha dessa corte corrupta.
000171	Supremo é o povo. Viva LIBERDADE! 🇧🇷 #SupremoEoPovo  #7deSetPelaLiberdade  #LiberdadeDeExpressao  #Paulista url
000076	SÓ O POVO, PODE RESOLVER, OBRIGANDO QUEM TEM QUE TOMAR UMA ATITUDE, SE MOVER... #SupremoÉoPovo #LiberdadeNaoSeGanhaSeToma #ResistenciaCivilJa
001843	São 10 togados mandando o que o povo deve ou não fazer  junto c governadores e Prefeitos , já tiraram nossa liberdade de expressão, já tiraram nossa liberdade de ir e vir, agora tiraram nossa liberdade de religião ,o povo está muito passivo. Assustador #STFVergonhaMundial url
000134	São Paulo - SP. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷  #SupremoéoPovo #SãoPaulo #VamosLutarPeloBrasil #Liberdade #Democracia #Justiça #Brasil #Patriota #Conservadores #Direita #BrasilAcimadeTudo #DeusAcimadeTodos url
000008	"Sério msm que vc quer falar dessa tornozeleira? Logo vcs que tem o maior partido ©orrupto do país que por sinal pode ser chamado de  ""maior qu@ do país ou carinhosamente pt "". #SOSFFAA #SOSBrazil #brazilwasstollen #SupremoÉoPovo #urnaseletronicas #liberdade"
001778	Sério que o Sr todo poderoso ta citando a liberdade? Sr atualmente é a maior vergonha do povo Brasileiro! #LiberdadeParaRobertoJefferson #LiberdadeDeExpressao #STFVergonhaMundial
001542	Sério?  isso é vdd?  Esses caras são piadas de mais essa STF e uma vergonha esse menistro e uma vergonha para o povo brasileiro, quer censura o povo, mas nos temos nossa liberdade de expressão, se nós somos capazes de criticar um presidente com vcs n serão diferente. #STFVERGONHA url
001244	Sério????😱😱PAREM DE MENTIR #AntagonistaLixo 👎🏼👎🏼👎🏼#EuNaoVoteiNoSTF 🤨🤨 #STFcrashedDemocracyInBrazil #STFRompeuADemocracia #diadaindependencia #LiberdadeDeExpressao chega de #DitaduraDaToga 🤨🤨🤨🤨
000560	Só aí já tem substância suficiente para fazer impeachment, denunciar, condenar e prender o indigno Alexandre de Moraes, que se prestou ao papel de algoz da liberdade de pensamento. #AlexandreDeMoraesNaCadeia url
001540	Só escreveu verdades! Todo Brasileiro honesto concorda com ele! Eu não sabia q a liberdade de expressão já é crime aqui nessa nossa robusta democracia! Fique firme , não se intimide e não se desculpe, continue falando por nós que não temos lugar de fala!  #STFVergonha
001293	Só existe democracia onde a liberdade de expressão é garantida, onde a corte suprema respeita a Constituição e aplica as leis igualmente para todos. O STF acabou com nossa democracia e cobra do povo respeito ao que eles destruíram. #STFRompeuADemocracia url
000515	Só fala merda.... defensora de ladrão... deve ser ladra... #PTNuncaMais #AlexandreDeMoraesNaCadeia #alexandredemoraesinimigodobrasil #somostodosrobertojefferson #luladrãonacadeia #12SetPeloImpeachment #salveademocraciabrasileira #liberdadedeexpressão  #ForcaRobertoJerferson
001066	Só há democracia quando há liberdade de expressão. #STFRompeuADemocracia  #TSEvergonhanacional
000377	Só na sua cabeça de ovo mesmo q liberdade de expressão virou liberdade de agressão! #AlexandreDeMoraesDitador
001833	Só no Brasil mesmo que é possível existir o preso político Daniel Silveira, graças ao STF que tolhiu a liberdade de expressão do parlamentar. #STFVergonhaMundial
000353	Só patriotas para limpar as sujeiras e consertar os estragos que a esquerda deixa por onde passa! É a mesma coisa no mundo todo!  #SupremoÉOPovo  #Liberdade  #FreeSpeech url
000433	Só que comoy não sou robô, cabe a mim, liberdade de expressão ,certo? Pois bem. #DeclaroDestituidoSTF #STFVergonhaNacional #AlexandreDeMoraesInimigoDoBrasil #AlexandreDeMoraesDitador #AlexandreDeMoraesNaCadeia
001682	Só quem não tem liberdade de expressão são os deputados e senadores quem criticam os deuses do #STFVergonhaMundial
000500	Só temos nosso PRESIDENTE e ele só tem a NÓS. Duvido qualquer encontrar um político q ao menos s aproxime d caráter desse homem. #liberdade  #Bolsonaro2022 #STFVergonhaNacional  #AlexandreDeMoraesNaCadeia
000497	Só tenho uma coisa pra dizer:  Me chamar de gado do Bolsonaro é fácil....quero ver assumir ser jumento do Lula 🤣🤣🤣  #BolsonaroReeleito #BolsonaroPresidente22 #LulaLadrão #AlexandreDeMoraesNaCadeia #Liberdade #Eleicoes2022 #EleicoesLimpas #PTNuncaMais
000567	Só teremos liberdade de expressão quando essas ratazanas do STF, a maioria colocados no governo mula, forem expulsas a ponta pé de lá 🤬 #AlexandreDeMoraesNaCadeia url
000194	Só?? Kkkk Diz aí quanto pagaram. Ouvi falar que agora é R$ 50,00, né?? Kkkkkk #SeteDeSetembro #ToContigoBolsonaro #GloboLixo  #EstadaoLixo #Liberdade #SupremoEoPovo #Brasilia
001882	TAMBORES DE FRAUDE EN BRASIL url via RUMORES DE FRAUDE NO BRASIL #BrasilWasSloten #LiberdadeDeExpressao, #LiberdadeDeOpinião, #BrasilComBolsonaro, #CensuraNão , #TSEvergonhanacional, #SOSBrasil
000453	TODOS NA RUA PRA MANDAR ESSE FDP PRA CASA.#Alexandredemoraespedeprasair #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE #SOSFORCASARMADAS #impeachmentdealexandredemoraes  #impeachmentdeFachin #impeatchmentdoBarroso url
000454	TODOS NA RUA PRA MANDAR ESSE FDP PRA CASA.#Alexandredemoraespedeprasair #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE #SOSFORCASARMADAS #impeachmentdealexandredemoraes  #impeachmentdeFachin url
001861	TSE apoiou e determinou CENSURA; TSE perseguiu quem expressou sua opinião; TSE apoia crime eleitoral...  É muito poder em desfavor da democracia.  #LiberdadeDeExpressaoPlena #TSEOrganizacaoCriminosa #PRF
000948	TSE atua como juiz e vítima ao sufocar financeiramente canais de direita url  #LiberdadeDeExpressao  #STFOrganizacaoCriminosa  
001097	TSE decide que Bolsonaro deve apagar publicações que associam Lula ao PCC, mas Carmen Lúcia decidiu que, o #LuLADRAO pode chamar Bolsonaro de genocida, por considerar que é “liberdade de expressão”. Pois é! 🤡🤡🤡#STFRompeuADemocracia #STFVergonhaNacional url
001926	TSE É CONTRA A LIBERDADE DE EXPRESSÃO E A INDEPENDÊNCIA DO JORNALISMO. #TSEVergonhaNacional
001476	TV Portuguesa publica FACKNEWS! Noticia que Bolsonaro viola liberdade de expressão no Brasil. Na verdade quem está praticando essa violação é o STF que usa todo o aparato jurídico para um objetivo político. #Dia07SeraGIGANTE #STFRompeuADemocracia   url url
001731	Ta ai o Bolsonaro que defende a Liberdade de Expressão Que foi acusado de dezenas de Adjetivos Pejorativos, mas vou citar so um: DITADOR/DESPOTA Mas os verdadeiros DITADORES/TIRANOS são alguns Governadores/Prefeitos, etc MAS OS PIORES DITADORES ESTÃO no #STFVergonhaMundial
000404	Talvez sua mensagem não seja tendenciosa, me parece que sim, mas não vemos mostrar os dentes e sim garantir a liberdade de expressão que o #STF #TSE #AlexandreDeMoraesDitador tem cerceado. #liberdade #7deSetembroVaiSerGigante.
000043	Te faço um pedido venha amanhã ao QG mais próximo da sua casa, verás diferentes ideias porém tendo a principal é a liberdade de expressão, tem pessoas q querem via legislat, outras por via militar e outras buscando ideias e doando ideias, queremos um país justo. #SupremoÉoPovo
001110	Tem deus do Olimpo com medo do povo?  Como assim,com medo do povo? Mas,não dizem ser os guardiões da democracia?  Só desconheço DEMOCRACIA sem LIBERDADE DE EXPRESSÃO e SEM POVO   Agora lembrei de meus tempos de escola: Povo Unido,jamais será vencido!  #STFRompeuADemocracia
000849	Tem muito parlamentar achando absurdo a prisão de Daniel Silveira, quero ver quantos dos que falam vão honrar o voto que receberam pra fazer algo à respeito. NÃO VOTO EM QUEM TRAIU MEU VOTO E MINHA LIBERDADE DE EXPRESSÃO!! #STFOrganizacaoCriminosa  #STFVergonhaMundial
001272	Tem muito, como calar os opositores, como prender sem o direito de defesa, tirar a liberdade de expressão e rasgar os direitos de opinião. #STFRompeuADemocracia
001468	Tem suposto áudio de Sérgio Reis querendo promover baderna, fechamento de estrada e atos violentos e ainda dizendo que não tem medo do STF, mas os bolsozumbis acham que isso é liberdade de expressão, tomem vergonha na cara, lixos. #impeachmentDeBolsonaro #STFRompeuADemocracia #JN
000198	Tem twitter bloqueado na independência? Tem! Lutem pela liberdade! #7desetembro #liberdade #SupremoÉOPovo
000554	Temos que levantar a TAG novamente #liberdadeparaoswaldoeustaquio  São poucos jornalistas de verdade que temos do nosso lado e temos que defende-lo. #forastf  #STFVergonhaMundial  #alexandredemoraesnacadeia
001359	Temos que limpar todos que se levantam contra o Povo, contra as liberdades individuais e contra a liberdade de expressão e manifestação #STFRompeuADemocracia e não compre essa briga.
002002	Temos um empate técnico qual maior criminoso do Brasil! #xandao ou #muLa #LIBERDADE #Brasil url
000963	Tempos obscuros antes o governo militar perseguia comunistas hoje o poder judiciário da nossa República persegue conservadores de direita onde vamos parar? #LiberdadeParaRobertoJefferson  #LiberdadeParaDanielSilveira #PelaLiberdadeDeExpressão #STFOrganizacaoCriminosa
001994	Tenho certeza que os golpistas vai falar em liberdade de expressão, mas onde fica o separatismo, a xenofobia o direito de ir e vir diante de tais atrocidades cometidos pelos que querem a volta da ditadura se temos um presidente eleito pelo voto popular ? #xandao tá certo
000993	Tentando mando STF destruiu a LIBERDADE DE IMPRENSA prendendo o JORNALISTA INVESTIGATIVO #STFOrganizacaoCriminosa
000911	Teorizawaskização ... #AllanLivre #allandossantos #STFOrganizacaoCriminosa #STFVergonhaMundial #dolar #liberdade
001689	Testando aqui  #liberdadedeexpressão #STFVergonhaMundial  Ivermectina  Cloroquina  Não ao passaporte da Vacina 💉 Urna auditável  Lula na cadeia  Fora Dilma
001690	Teste de liberdade de expressão no novo Tweeter: O é composto por bandidos e vagabundos, uma vergonha para essa importante instituição!! Obrigado #STFVergonhaMundial
001014	Teve agressão física? Se não, está tudo certo. Parem de mimimi, foram 4 anos a imprensa infernizando o Bolsonaro e ninguém disse nada. #LiberdadeDeExpressao #STFRompeuADemocracia
001902	"The ""Faz o L Bomb"" Destruição total de valores morais, cívicos, religiosos, econômicos e de liberdade de expressão. #LulaVergonhaNacional #LulaPresidente1⃣3⃣ #LulaPresidente2022 #BrasilRIP #RIPBRAZIL #BolsonaroReeleito2️⃣2️⃣ #TSEvergonhanacional #RiggedElectionsBrazil #Fraude url"
000637	Tmj pra TUDO, inclusive para a GUERRA se preciso for! 🇧🇷🇧🇷🇧🇷🇧🇷#liberdade #stflixo #STFDesgraçaDoBrasil
000796	To vendo a liberdade de imprensa ... Pura hipocrisia #STFOrganizacaoCriminosa   url
000366	Toda liberdade de expressão tanto de direita quanto de Esquerda é constitucional, e direito do cidadão questionar e opinar sobre quaisquer assunto de interesse público. Seu covarde HIPÓCRITA, NÃO VAI NOS CALAR! #SupremoÉOPovo  #STFVergonhaNacional
000530	Toda minha solidariedade ao Deputado federal da República  Federativa do Brasil, #liberdadedeexpressao #AlexandreDeMoraesNaCadeia #democracialivre #DanielSilveiraGuerreiro
000438	Todo cidadão merece respeito e dignidade, acima de tudo, liberdade de expressão que colabore para o bem-estar social do povo. Vocês não irão conseguir o povo brasileiro é guerreiro e como diz o hino nacional “VERÁS QUE O FILHO TEU NÃO FOGE À LUTA”.  #AlexandreDeMoraesDitador
000439	Todo cidadão merece respeito e dignidade, acima de tudo, liberdade de expressão que colabore para o bem-estar social do povo. Vocês não irão conseguir o povo brasileiro é guerreiro “VERÁS QUE O FILHO TEU NÃO FOGE À LUTA”.  #AlexandreDeMoraesDitador
001104	Todo meu apoio a ! #LiberdadeDeExpressaoPlena  #STFRompeuADemocracia
001487	Todos nas ruas pela nossa #Liberdade!E CONTRA a #DitaduraDaToga #STFRompeuADemocracia #Dia07VaiSerGIGANTE PRECISAMOS DE MILHÕES DE PATRIOTAS NAS RUAS! Não basta ser grande, tem que ser GIGANTE! De tal forma que a extrema imprensa militante Bolsohater NÃO CONSIGA MENTIR e ESCONDER url
000947	Todos os brasileiros estão perdendo  com o autoritarismo que o STF vem impondo, o STF tá legislando e isso tá errado. Se não nos unirmos para ir contra este autoritarismo, perderemos a liberdade de expressão.  Acorda povo, o inimigo é o ... #STFOrganizacaoCriminosa
000946	Todos os brasileiros estão perdendo  com o autoritarismo que o STF vem impondo, o STF tá legislando e isso tá errado. Se não nos unirmos para ir contra este autoritarismo, perderemos a liberdade de expressão.  Acorda povo, o inimigo é o ... #STFOrganizacaoCriminosa url
001733	Todos têm liberdade de expressão? #STFVergonhaMundial  #barrosomentiroso
002077	Tomara que ele vá  e  arrebente a corda. #SomosTodosBragaNeto #SosFFAA #DanielSilveiraPresoPolitico #LiberdadeParaDanielSilveira  #XandaoNaCadeia #ImpeachmentXandaoUrgente #DanielSilveiraSenador #VotoImpressoAuditavelJa #Bolsonaro2022  #CPIdoCirco  #CPIdoLula
